Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
434,القادم من د.5 باتجاه شارع ثقيف السالميه," 29°19'30.27""N"," 48° 4'8.36""E",Dome,Hikvision,2021-01-31 00:00:00,2022-03-08 00:00:00,22,Online,32.4,39,0,339,91,Good,99.14,3.59,FALSE,,29.325075,48.06898889,Hawalli,Hawalli,92360
147,"قادم من المسيله باتجاه د,5"," 29°15'58.75""N"," 47°58'31.58""E",Fisheye,Bosch,2025-02-03 00:00:00,2025-06-18 00:00:00,22,Intermittent,31.8,72,0,571,64,Warning,94.57,5.5,TRUE,Mount stabilization required,29.26631944,47.97543889,Al Farwaniyah,Farwaniya,59534
104,المدخل القادم الفحيحيل باتجاه الصليبخات," 29°19'53.10""N"," 48° 2'22.41""E",Thermal,Honeywell,2018-11-02 00:00:00,2025-10-21 00:00:00,18,Online,36,93,3,714,68,Warning,98.33,1.02,FALSE,Mount stabilization required,29.33141667,48.03955833,Hawalli,Hawalli,42267
204,قادم من الجهراء و جابر العلي باتجاه الاحمدي," 29°10'24.54""N","48° 4'11.43""E",IP,Honeywell,2019-07-17 00:00:00,2025-02-23 00:00:00,21,Online,34.2,61,0,357,89,Good,98.67,5.53,FALSE,Mount stabilization required,29.17348333,48.06984167,Al Ahmadi,Ahmadi,73884
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,2023-10-18 00:00:00,2025-03-20 00:00:00,23,Online,36.7,43,0,209,93,Good,98.79,8.43,TRUE,,29.23823333,48.05114167,Mubarak Al-Kabeer,Mubarak Al-Kabeer,73174
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,2020-11-18 00:00:00,2025-10-04 00:00:00,18,Online,38.6,69,1,662,99,Good,99.34,2.15,FALSE,,29.36638333,47.96563889,Al Asimah,Al Asimah,100789
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,2021-10-24 00:00:00,2022-02-01 00:00:00,19,Intermittent,29.3,37,1,319,77,Warning,91.49,2.17,TRUE,Replace network cable,29.20686111,48.09136667,Al Ahmadi,Ahmadi,50056
198,قادم من العدان باتجاه المدينه," 29°14'24.13""N","48° 3'2.36""E",Thermal,Honeywell,2021-08-23 00:00:00,2024-12-12 00:00:00,20,Online,32.9,53,1,569,77,Good,99.06,4.69,TRUE,Periodic false motion alerts,29.24003611,48.05065556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,52356
356,قادم من شارع الفحاحيل باتجاه شارع جابر المبارك ,,,Analog,Vivotek,2022-10-05 00:00:00,2024-08-20 00:00:00,19,Online,34.5,58,1,672,95,Good,99.36,4.16,FALSE,Heat exposure — add shade,,,,Unknown,69826
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2025-06-15 00:00:00,18,Online,34.5,26,1,473,96,Good,98.86,2.74,TRUE,Mount stabilization required,29.36066667,47.964325,Al Asimah,Al Asimah,90928
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,2022-07-05 00:00:00,2022-01-14 00:00:00,18,Offline,40.9,57,1,561,80,Warning,95.18,12.49,TRUE,Check IR LEDs,29.31618889,47.96051389,Al Farwaniyah,Farwaniya,77905
26, القادم من جسر جابر باتجاه المدينه - مدخل," 29°20'34.41""N"," 47°55'23.52""E",IP,Axis,2021-07-16 00:00:00,2025-08-20 00:00:00,19,Online,27.4,50,4,672,95,Warning,98.18,11.83,FALSE,Check IR LEDs,29.34289167,47.9232,Al Asimah,Al Asimah,126328
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2023-11-07 00:00:00,22,Online,29.2,59,0,219,70,Good,98.51,2.72,TRUE,Periodic false motion alerts,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,58440
72,د.4 / الغرالي المخرج المؤدي - المشاتل," 29°18'53.33""N","47°56'37.08""E",Thermal,Uniview,2023-02-14 00:00:00,2025-07-08 00:00:00,21,Online,25.9,40,2,115,62,Warning,98.52,3.92,TRUE,Mount stabilization required,29.31481389,47.94363333,Al Farwaniyah,Farwaniya,51548
110,القادم من السالميه باتجاه المدينه," 29°19'17.84""N","48° 2'50.30""E",Dome,Uniview,2020-11-16 00:00:00,2025-04-05 00:00:00,19,Online,33,74,2,583,88,Good,99.64,1.85,TRUE,Check IR LEDs,29.32162222,48.04730556,Hawalli,Hawalli,75268
344,قادم من شارع الرياض 50 باتجاه الدائري الأول ," 29°21'30.44""N"," 47°58'30.17""E",Bullet,Hikvision,2024-08-04 00:00:00,2023-03-10 00:00:00,21,Online,44.2,60,2,616,77,Warning,99.92,7.78,TRUE,Lens requires cleaning,29.35845556,47.97504722,Al Asimah,Al Asimah,84278
189,قادم من صبحان باتجاه الظهر ," 29°11'8.97""N"," 47°59'44.85""E",PTZ,Uniview,2021-02-12 00:00:00,2025-03-21 00:00:00,20,Online,32.8,51,1,708,74,Good,99.42,1.25,TRUE,Heat exposure — add shade,29.185825,47.99579167,Al Ahmadi,Ahmadi,44072
347,قادم من المدينة باتجاه شارع الرياض 50 ,,,Thermal,Dahua,2018-11-10 00:00:00,2025-02-24 00:00:00,22,Intermittent,33.9,89,1,353,83,Warning,92.52,0.78,TRUE,,,,,Unknown,50024
298,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي الشويخ,"  29°22'55.58""N"," 48° 0'8.44""E",PTZ,Honeywell,2023-01-14 00:00:00,2024-09-16 00:00:00,23,Online,21.5,37,0,202,81,Good,99.58,7.83,TRUE,,29.38210556,48.00234444,,Unknown,68429
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2023-10-26 00:00:00,20,Online,49.1,64,0,537,89,Good,99.7,4.24,TRUE,Focus adjustment needed,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,53358
32,القادم من طريق الجهراء بإتجاه دوار الجهراء," 29°21'32.45""N"," 47°57'46.41""E",PTZ,Hanwha,2019-06-08 00:00:00,2025-10-15 00:00:00,19,Online,29.7,29,2,504,75,Warning,98.12,1.53,TRUE,,29.35901389,47.96289167,Al Asimah,Al Asimah,68701
430,القادم من د.5 باتجاه شارع عمان السالميه," 29°19'16.37""N"," 48° 3'40.00""E",IP,Hikvision,2022-10-20 00:00:00,2022-09-01 00:00:00,23,Online,24.2,62,0,579,86,Good,98.3,1.55,TRUE,Focus adjustment needed,29.32121389,48.06111111,Hawalli,Hawalli,77741
87,د.4 / المغرب المخرج المؤدي الي ط. الرياض," 29°19'21.74""N","48° 0'35.02""E",Analog,Hanwha,2023-08-15 00:00:00,2019-03-09 00:00:00,19,Online,23.7,64,1,421,96,Good,98.95,4.31,TRUE,,29.32270556,48.00972778,Hawalli,Hawalli,94780
93,مدخل القادم من الملك فهد باتجاه الجهراء," 29°18'14.50""N","48° 1'27.86""E",Thermal,Axis,2020-08-13 00:00:00,2025-05-26 00:00:00,22,Online,40.8,27,0,202,95,Good,99.29,9.59,TRUE,Periodic false motion alerts,29.30402778,48.02440556,Hawalli,Hawalli,105134
289,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد السالمية,,,Thermal,Hikvision,2018-03-08 00:00:00,2025-04-22 00:00:00,20,Online,29.9,49,0,104,78,Good,99.52,5.59,TRUE,Focus adjustment needed,,,,Unknown,58060
42,قادم المدينه باتجاه الجهراء جسر - غرناطه ," 29°18'35.20""N","47°52'46.68""E",IP,Hanwha,2021-07-15 00:00:00,2022-07-17 00:00:00,22,Online,32.6,65,2,476,64,Warning,98.97,5.5,TRUE,Replace network cable,29.30977778,47.87963333,Al Farwaniyah,Farwaniya,68464
282,قادم شارع الخليج العربي باتجاه شارع علي السالم مرورا بشارع مبارك الكبير ,"  29°22'41.87""N"," 47°58'29.83""E",Analog,Dahua,2024-10-31 00:00:00,2024-09-16 00:00:00,21,Intermittent,35.7,41,0,412,70,Warning,92.81,2.05,TRUE,Lens requires cleaning,29.37829722,47.97495278,Al Asimah,Al Asimah,56008
356,قادم من شارع الفحاحيل باتجاه شارع جابر المبارك ,,,Analog,Vivotek,2022-10-05 00:00:00,2025-03-19 00:00:00,22,Online,40.8,45,1,426,92,Good,98.46,6.15,TRUE,Replace network cable,,,,Unknown,71992
168,قادم المسيله باتجاه العارضيه وعبدالله المبارك," 29°16'3.19""N"," 47°54'51.86""E",IP,Hanwha,2024-01-01 00:00:00,2025-09-24 00:00:00,23,Online,35.4,72,0,316,74,Good,99.19,4.67,TRUE,Lens requires cleaning,29.26755278,47.91440556,Al Farwaniyah,Farwaniya,68293
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,2021-10-24 00:00:00,2024-10-29 00:00:00,23,Online,32.5,63,2,430,60,Warning,98.71,2.01,TRUE,,29.20686111,48.09136667,Al Ahmadi,Ahmadi,35763
454,القادم من د.5 باتجاه دوار البدع," 29°19'32.43""N"," 48° 4'45.52""E",Thermal,Hanwha,2019-03-08 00:00:00,2019-11-25 00:00:00,22,Online,26.9,77,1,316,97,Good,98.96,4.58,FALSE,Periodic false motion alerts,29.325675,48.07931111,Hawalli,Hawalli,103525
67,د.4 / القاسم المخرج المؤدي الي الميره," 29°18'49.00""N","47°55'38.54""E",Dome,Bosch,2021-03-10 00:00:00,2022-08-06 00:00:00,19,Online,32.4,37,2,461,76,Good,98.86,2.26,FALSE,,29.31361111,47.92737222,Al Farwaniyah,Farwaniya,59815
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,2023-10-18 00:00:00,2025-10-15 00:00:00,20,Online,38.3,43,2,667,62,Warning,98.07,2.9,TRUE,,29.23823333,48.05114167,Mubarak Al-Kabeer,Mubarak Al-Kabeer,32999
186,قادم من الجهراء باتجاه ال koc," 29°10'47.36""N"," 47°59'11.45""E",Dome,Hikvision,2023-06-02 00:00:00,2025-11-01 00:00:00,19,Online,34.8,45,0,380,75,Good,99.83,6.37,FALSE,,29.17982222,47.98651389,Al Ahmadi,Ahmadi,58218
HQ 1,Surv-Gate 2 HQ," 29°15'34.48""N"," 48° 1'58.91""E",Dome,Hanwha,2018-03-08 00:00:00,2024-04-21 00:00:00,18,Online,31.5,47,1,481,74,Good,98.77,8.11,TRUE,Lens requires cleaning,29.25957778,48.03303056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,52025
102,مدخل د.4 القادم من الفحيحيل- السالميه," 29°19'45.64""N"," 48° 2'28.58""E",Thermal,Vivotek,2023-05-03 00:00:00,2021-11-26 00:00:00,19,Online,30.8,62,2,53,61,Warning,99.43,3.75,TRUE,Lens requires cleaning,29.32934444,48.04127222,Hawalli,Hawalli,49616
246,قادم من الملك عبدالله بن عبدالعزيز باتجاه الملك فهد بن عبدالعزيز," 29°15'48.46""N"," 48° 2'35.44""E",PTZ,Axis,2021-10-29 00:00:00,2022-08-09 00:00:00,21,Online,36.4,27,2,291,80,Good,99.5,2.93,FALSE,,29.26346111,48.04317778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,49611
195,قادم من القرين باتجاه المدينه," 29°12'29.69""N","48° 3'34.03""E",Analog,Vivotek,2018-04-26 00:00:00,2021-05-05 00:00:00,23,Online,34.2,54,0,572,78,Good,98.68,3.63,TRUE,Focus adjustment needed,29.20824722,48.05945278,Al Ahmadi,Ahmadi,60856
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,2023-10-18 00:00:00,2024-09-16 00:00:00,22,Online,28.3,63,1,529,95,Good,99.78,4.11,TRUE,Periodic false motion alerts,29.23823333,48.05114167,Mubarak Al-Kabeer,Mubarak Al-Kabeer,70435
275,قادم من شارع الخليج العربي من ناحية باتجاه شارع السور ,,,IP,Bosch,2020-07-07 00:00:00,2025-01-22 00:00:00,20,Online,42,47,2,374,64,Warning,98.85,1.53,TRUE,,,,,Unknown,31935
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,2022-07-05 00:00:00,2023-12-30 00:00:00,20,Online,30.1,69,2,256,74,Warning,99.59,2.43,TRUE,Check IR LEDs,29.31618889,47.96051389,Al Farwaniyah,Farwaniya,59539
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2024-12-07 00:00:00,20,Online,32.3,23,0,289,66,Good,98.03,1.05,TRUE,,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,42322
431,القادم من شارع عمان السالميه باتجاه د.5,,,Dome,Hanwha,2025-05-28 00:00:00,2025-09-27 00:00:00,18,Online,30.2,52,2,425,67,Warning,99.75,2.03,TRUE,Firmware update recommended,,,,Unknown,36717
54,المخرج القادم من جابر باتجاه ط. الجهراء," 29°20'23.53""N","47°42'57.28""E",Fisheye,Uniview,2023-03-11 00:00:00,2020-04-25 00:00:00,19,Online,36.5,44,2,705,97,Good,99.06,1.31,TRUE,,29.33986944,47.71591111,Al Jahrah,Jahra,52914
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2023-10-07 00:00:00,2025-01-10 00:00:00,21,Intermittent,29.5,39,3,703,78,Warning,94.1,6.72,FALSE,Replace network cable,29.31359167,47.93401667,Al Farwaniyah,Farwaniya,89864
15,قادم من د. الاول الجسر باتجاه د.2," 29°21'26.34""N","47°57'16.47""E",Dome,Hikvision,2024-04-16 00:00:00,2024-01-04 00:00:00,21,Online,30.1,49,2,566,61,Warning,99.07,8.41,TRUE,Heat exposure — add shade,29.35731667,47.954575,Al Asimah,Al Asimah,74564
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,2021-03-10 00:00:00,2019-05-20 00:00:00,21,Online,31.6,62,2,125,70,Warning,99.24,3.51,TRUE,Periodic false motion alerts,29.27204444,47.98724722,Al Farwaniyah,Farwaniya,60165
148,مدخل  مطار الكويت الدولي," 29°15'7.59""N","47°58'5.94""E",Dome,Bosch,2025-02-18 00:00:00,2025-10-24 00:00:00,18,Online,31.5,64,0,365,70,Good,98.11,4.65,TRUE,Mount stabilization required,29.25210833,47.96831667,Al Farwaniyah,Farwaniya,59381
51,قادم من وصلة الدوحه باتجاه صليبخات," 29°18'40.86""N"," 47°47'30.26""E",Dome,Dahua,2025-06-23 00:00:00,2024-08-08 00:00:00,23,Intermittent,35.7,61,1,233,69,Warning,92.45,3.61,TRUE,,29.31135,47.79173889,Al Jahrah,Jahra,41006
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2025-03-07 00:00:00,23,Online,31.2,35,0,468,97,Good,98.47,2.53,TRUE,Lens requires cleaning,29.20006389,48.00828611,Al Ahmadi,Ahmadi,77633
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,2021-10-24 00:00:00,2021-11-11 00:00:00,18,Online,46.4,50,2,296,96,Warning,99.8,4.33,TRUE,Check IR LEDs,29.20686111,48.09136667,Al Ahmadi,Ahmadi,62857
17,قادم من د.2 باتجاه د. الاول نفق," 29°21'33.00""N","47°57'34.51""E",IP,Honeywell,2020-01-10 00:00:00,2025-05-26 00:00:00,23,Online,28.2,31,1,302,77,Good,99.66,3.66,TRUE,Focus adjustment needed,29.35916667,47.95958611,Al Asimah,Al Asimah,78774
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2025-09-05 00:00:00,22,Online,35,63,0,327,83,Good,99.36,4.9,TRUE,Mount stabilization required,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,82250
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,2019-01-06 00:00:00,2021-05-30 00:00:00,18,Online,43.4,61,0,226,95,Good,98.21,2.89,TRUE,Lens requires cleaning,,,,Unknown,55719
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2021-01-21 00:00:00,21,Online,34.8,42,0,429,87,Good,98.24,2.37,FALSE,Focus adjustment needed,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,76807
193,قادم من اسواق القرين باتجاه الاحمدي," 29°12'13.56""N","48° 3'36.56""E",PTZ,Vivotek,2021-05-29 00:00:00,2025-06-08 00:00:00,19,Online,36.2,51,1,195,86,Good,98.67,0.89,FALSE,Lens requires cleaning,29.20376667,48.06015556,Al Ahmadi,Ahmadi,50422
196,قادم من المدينه باتجاه العدان ," 29°14'27.00""N","48° 2'56.52""E",Bullet,Dahua,2019-12-10 00:00:00,2021-02-15 00:00:00,19,Online,40.3,21,1,505,68,Good,98.7,3.93,TRUE,Heat exposure — add shade,29.24083333,48.04903333,Mubarak Al-Kabeer,Mubarak Al-Kabeer,39720
185,قادم من الجهراء باتجاه صبحان," 29°10'49.46""N"," 47°59'31.48""E",Analog,Hikvision,2019-12-07 00:00:00,2024-07-12 00:00:00,23,Online,21.9,76,2,345,83,Good,99.29,0.87,TRUE,,29.18040556,47.99207778,Al Ahmadi,Ahmadi,54521
381,مدخل الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Analog,Uniview,2019-01-07 00:00:00,2025-07-13 00:00:00,18,Online,24.2,48,0,552,60,Good,99.2,2.66,FALSE,Heat exposure — add shade,28.67294444,48.36219444,Al Ahmadi,Ahmadi,34283
92,مخرج القادم من الجهراء باتجاه المدينه," 29°18'23.05""N","48° 1'21.49""E",Dome,Uniview,2025-01-24 00:00:00,2022-05-08 00:00:00,23,Online,29.2,58,1,316,61,Good,99.65,2.28,TRUE,,29.30640278,48.02263611,Hawalli,Hawalli,47968
120,قادم من السادس باتجاه الفحيحيل," 29°15'54.09""N","48° 5'8.09""E",Bullet,Vivotek,2018-09-14 00:00:00,2024-06-17 00:00:00,21,Online,13.4,52,1,8,88,Good,99.65,5.14,TRUE,Periodic false motion alerts,29.265025,48.08558056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,58369
39,مدخل الجسر العلوي باتجاه المدينه @ التربيه," 29°19'43.05""N"," 47°55'28.29""E",PTZ,Bosch,2025-01-03 00:00:00,2025-04-01 00:00:00,19,Intermittent,26,22,0,712,89,Good,92.85,3.69,TRUE,,29.328625,47.924525,Al Asimah,Al Asimah,100848
132,قادم من الجهراء باتجاه الفروانيه," 29°18'8.51""N","47°57'39.44""E",IP,Axis,2024-02-17 00:00:00,2025-10-15 00:00:00,18,Online,15.9,66,1,286,96,Good,98.67,4.7,TRUE,Check IR LEDs,29.30236389,47.96095556,Al Farwaniyah,Farwaniya,81177
207,قادم الرقه باجاه د.6 مقابل صباح السالم," 29°15'33.99""N"," 48° 3'50.65""E",Analog,Honeywell,2019-06-03 00:00:00,2022-08-28 00:00:00,19,Online,25.4,90,3,709,60,Warning,99.69,4.7,TRUE,,29.25944167,48.06406944,Mubarak Al-Kabeer,Mubarak Al-Kabeer,36234
78,د.4 / الرياض المخرج المؤدي الي ط. المطار," 29°19'6.63""N","47°58'23.02""E",IP,Hanwha,2024-07-29 00:00:00,2018-04-20 00:00:00,22,Online,22.2,71,1,186,60,Good,98.51,5.13,TRUE,Replace network cable,29.31850833,47.97306111,Al Farwaniyah,Farwaniya,53557
374,قادم من الدائري الاول باتجاه  طريق الفحاحيل السريع," 29°22'22.36""N"," 47°59'49.37""E",Bullet,Bosch,2020-09-20 00:00:00,2025-05-27 00:00:00,19,Online,35.1,63,2,277,74,Warning,98.55,3.63,TRUE,Firmware update recommended,29.37287778,47.99704722,Al Asimah,Al Asimah,74571
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,2020-12-19 00:00:00,2024-07-15 00:00:00,23,Online,31.7,59,1,70,76,Good,99.83,5.32,TRUE,Firmware update recommended,29.25106389,48.09051667,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56176
71,د.4 / الغرالي المخرج المؤدي الي جسر جابر," 29°19'0.68""N","47°56'30.12""E",Analog,Hanwha,2018-10-28 00:00:00,2025-09-03 00:00:00,21,Online,30.9,37,1,111,61,Good,98.55,1.26,TRUE,Check IR LEDs,29.31685556,47.9417,Al Farwaniyah,Farwaniya,44205
100,المخرج المؤدي الي ط.عبدالعزيز @ الجابريه," 29°19'42.70""N","48° 2'27.77""E",PTZ,Uniview,2022-12-26 00:00:00,2023-03-27 00:00:00,18,Online,30.4,66,2,246,88,Good,99.92,3.52,TRUE,Lens requires cleaning,29.32852778,48.04104722,Hawalli,Hawalli,80458
236,القادم من دوار الجهراء باتجاه طريق د.2," 29°21'32.45""N"," 47°57'46.41""E",IP,Uniview,2018-03-28 00:00:00,2024-04-28 00:00:00,22,Online,24.7,59,1,307,74,Good,99.92,4.61,TRUE,Firmware update recommended,29.35901389,47.96289167,Al Asimah,Al Asimah,87522
14,الاول /الرياض الخارج من المدينه - الشيراتون," 29°21'33.61""N"," 47°58'20.97""E",Analog,Hikvision,2021-10-13 00:00:00,2025-04-23 00:00:00,23,Online,26.1,72,0,500,93,Good,98.84,1.47,FALSE,,29.35933611,47.97249167,Al Asimah,Al Asimah,90342
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2021-09-26 00:00:00,23,Intermittent,37.7,76,0,374,90,Good,90.94,1.7,TRUE,,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,56732
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,2020-07-27 00:00:00,2025-06-06 00:00:00,21,Online,33.2,36,0,75,91,Good,99.4,1.86,FALSE,Lens requires cleaning,29.31829167,47.97565556,Al Farwaniyah,Farwaniya,79276
271,قادم من شارع عبد العزيز حمد الصقر باتجاه الدائري الأول ,,,Dome,Dahua,2021-10-26 00:00:00,2024-04-18 00:00:00,19,Online,33.2,31,1,505,96,Good,98.5,0.74,TRUE,Firmware update recommended,,,,Unknown,67440
2, الاول / عيسى مخرج دسمان قادم من عيسى," 29°22'31.21""N"," 47°59'49.23""E",PTZ,Hanwha,2022-07-27 00:00:00,2025-09-04 00:00:00,22,Online,38.7,53,0,152,73,Good,99.38,3.62,TRUE,,29.37533611,47.99700833,Al Asimah,Al Asimah,68015
247,قادم من الاول باتجاه شارع القاهره ," 29°21'51.21""N"," 47°59'32.67""E",PTZ,Bosch,2024-03-21 00:00:00,2021-07-26 00:00:00,18,Online,34.3,52,2,250,88,Good,98.2,3.23,TRUE,Mount stabilization required,29.364225,47.99240833,Al Asimah,Al Asimah,82766
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,2022-08-04 00:00:00,2025-07-25 00:00:00,22,Online,29.4,47,2,472,78,Good,99.31,4.79,TRUE,Focus adjustment needed,29.37527778,47.99316944,Al Asimah,Al Asimah,82170
184,قادم من كبد باتجاه السابع,"29°15'3.58""N","47°51'5.12""E",Dome,Hikvision,2018-12-09 00:00:00,2021-10-20 00:00:00,20,Online,30.6,51,3,574,76,Warning,98.57,5,TRUE,Mount stabilization required,29.25099444,47.85142222,Al Ahmadi,Ahmadi,58154
93,مدخل القادم من الملك فهد باتجاه الجهراء," 29°18'14.50""N","48° 1'27.86""E",Thermal,Axis,2020-08-13 00:00:00,2021-07-06 00:00:00,21,Online,20.5,56,1,263,94,Good,99.05,2.73,TRUE,Mount stabilization required,29.30402778,48.02440556,Hawalli,Hawalli,90884
125,قادم من الاحمدي باتجاه المسيله," 29°15'51.86""N"," 48° 2'47.92""E",Thermal,Hikvision,2022-10-11 00:00:00,2024-03-06 00:00:00,23,Online,25.4,78,2,172,89,Good,98.39,1.52,TRUE,Replace network cable,29.26440556,48.04664444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,57815
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2024-10-26 00:00:00,18,Online,31.2,62,0,300,76,Good,99.08,10.37,TRUE,Firmware update recommended,29.36066667,47.964325,Al Asimah,Al Asimah,81867
65,د.4 /محمد بن القاسم  المخرج المؤدي الي د-5," 29°18'43.69""N","47°55'34.10""E",IP,Uniview,2020-08-12 00:00:00,2025-06-13 00:00:00,21,Online,40.8,55,4,319,96,Warning,98.48,0.75,TRUE,Periodic false motion alerts,29.31213611,47.92613889,Al Farwaniyah,Farwaniya,74756
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,2022-02-18 00:00:00,2021-09-07 00:00:00,19,Online,35.1,59,1,66,78,Good,98.45,5.16,TRUE,Heat exposure — add shade,29.26696111,47.92162222,Al Farwaniyah,Farwaniya,68144
91,مدخل بجانب السره باتجاه الجهراء," 29°18'24.75""N","48° 0'54.79""E",Analog,Uniview,2023-07-20 00:00:00,2025-07-13 00:00:00,22,Intermittent,26.7,44,1,518,70,Warning,91.23,1.89,TRUE,Replace network cable,29.306875,48.01521944,Hawalli,Hawalli,56836
192,قادم من المدينه باتجاه اسواق القرين," 29°12'31.47""N","48° 3'30.95""E",Analog,Hikvision,2023-01-22 00:00:00,2023-03-09 00:00:00,23,Online,26.4,68,1,281,99,Good,99.04,4.53,TRUE,,29.20874167,48.05859722,Al Ahmadi,Ahmadi,85770
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,2024-02-05 00:00:00,2023-01-13 00:00:00,18,Online,36,34,1,609,97,Good,99.43,2.19,FALSE,,29.32116389,47.89750556,Al Asimah,Al Asimah,98237
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,2019-01-06 00:00:00,2021-12-07 00:00:00,19,Online,36.7,47,0,139,71,Good,99.73,1.29,TRUE,Heat exposure — add shade,,,,Unknown,36381
140,قادم من صبحان باتجاه الجهراء ," 29°16'0.85""N"," 47°59'16.96""E",Bullet,Dahua,2023-04-20 00:00:00,2023-01-18 00:00:00,21,Online,27.3,61,2,202,87,Good,98.38,3.07,TRUE,Replace network cable,29.26690278,47.98804444,Al Farwaniyah,Farwaniya,79738
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,2025-03-04 00:00:00,2025-08-25 00:00:00,19,Online,27.6,56,1,662,64,Good,98.06,2.36,TRUE,Replace network cable,29.32515833,48.0852,Hawalli,Hawalli,55178
52,قادم من الجهراء باتجاه صلة الدوحه," 29°18'12.50""N"," 47°47'1.83""E",Bullet,Bosch,2024-09-09 00:00:00,2022-12-25 00:00:00,21,Online,27.7,80,1,108,67,Good,98.92,1.9,TRUE,Firmware update recommended,29.30347222,47.78384167,Al Jahrah,Jahra,34505
