Cam ID,Location,Longitude,Latitude,camera_type,brand,resolution_mp,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,motion_events_per_day,bandwidth_mbps,night_vision,ptz,location_category,technical_notes
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,4,1/22/2025,11/5/2022,18,Online,29.6,39,0,680,69,Good,99.74,115,2.88,TRUE,TRUE,Office,Heat exposure — add shade
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,5,5/6/2023,4/12/2019,18,Online,41.3,54,0,601,87,Good,98.61,121,1.94,TRUE,FALSE,Perimeter,Replace network cable
138,قادم من د.6 باتجاه السالميه," 29°18'14.80""N","47°59'5.17""E",IP,Honeywell,5,8/13/2021,6/19/2023,22,Online,29.8,32,1,138,67,Good,99.11,117,3.15,TRUE,FALSE,Parking,
74,د.4 / المطارالمخرج المؤدي الي الغزالي," 29°19'1.10""N","47°57'32.84""E",Bullet,Vivotek,8,5/6/2024,4/16/2019,20,Intermittent,24.5,73,1,690,81,Warning,95.28,135,5.57,TRUE,FALSE,Lobby,Check IR LEDs
282,قادم شارع الخليج العربي باتجاه شارع علي السالم مرورا بشارع مبارك الكبير ,"  29°22'41.87""N"," 47°58'29.83""E",Analog,Dahua,4,10/31/2024,5/31/2025,18,Online,35.3,82,4,134,68,Warning,99.89,122,3,TRUE,FALSE,Office,
242,قادم من المغرب باتجاه الشيخ زايد," 29°18'25.91""N"," 48° 1'33.42""E",Thermal,Vivotek,2,12/15/2018,9/26/2023,19,Online,37,38,5,418,93,Warning,98.52,114,1.03,TRUE,FALSE,Warehouse,Periodic false motion alerts
171,قادم الجليب وعبدالله المبارك باتجاه المسيله," 29°16'1.62""N"," 47°54'50.97""E",PTZ,Honeywell,4,5/5/2019,11/17/2018,21,Online,29.9,64,2,311,94,Good,99.61,96,2.19,TRUE,TRUE,Warehouse,Focus adjustment needed
296,قادم من شارع الخليج العربي الشويخ باتجاه شارع عبد الرحمن يوسف حمد الرومي ," 29°22'56.64""N"," 48° 0'8.28""E",IP,Bosch,5,7/16/2021,8/28/2025,19,Online,35.3,42,1,179,61,Good,99.77,122,2.05,FALSE,FALSE,Perimeter,Lens requires cleaning
101,مدخل د.4 القادم من المدينه - الصليبخات," 29°19'56.52""N"," 48° 2'17.95""E",Thermal,Hikvision,8,3/31/2022,1/10/2024,18,Online,33.9,76,0,12,80,Good,98.53,104,8.34,TRUE,FALSE,Server Room,Periodic false motion alerts
224,القادم من السالمية باتجاه الضجيج," 29°18'11.55""N"," 47°57'44.36""E",Dome,Uniview,4,3/28/2020,8/31/2024,22,Online,34.1,56,1,628,86,Good,99.38,106,4.67,TRUE,TRUE,Server Room,Mount stabilization required
397,القادم من  الدائري الخامس باتجاه شارع قطر السالميه ," 29°19'30.57""N"," 48° 5'6.72""E",Analog,Honeywell,5,3/4/2025,7/31/2025,23,Online,37.6,76,1,268,84,Good,99.83,113,3.54,TRUE,FALSE,Roof,Check IR LEDs
189,قادم من صبحان باتجاه الظهر ," 29°11'8.97""N"," 47°59'44.85""E",PTZ,Uniview,4,2/12/2021,1/19/2021,23,Online,33.1,41,0,506,84,Good,99.37,130,4.41,TRUE,FALSE,Parking,
220,قادم من الفحيحل باتجاه المدينه وصباح السالم," 29°14'49.59""N","48° 5'33.26""E",Dome,Axis,2,8/13/2023,7/11/2024,22,Online,30.8,77,1,170,94,Good,98.44,110,2.2,TRUE,TRUE,Parking,
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2,11/27/2021,1/8/2025,22,Offline,29.8,58,0,253,75,Warning,90.89,137,1.97,TRUE,TRUE,Warehouse,Heat exposure — add shade
439,القادم من شارع المغيره بن شعبه السالميه باتجاه د.5,,,Bullet,Hanwha,2,6/13/2024,1/28/2023,19,Offline,31.6,54,1,669,61,Warning,90.55,130,1.53,TRUE,TRUE,Roof,Heat exposure — add shade
147,"قادم من المسيله باتجاه د,5"," 29°15'58.75""N"," 47°58'31.58""E",Fisheye,Bosch,5,2/3/2025,1/3/2024,23,Offline,31,34,0,33,70,Warning,96.33,120,1.96,TRUE,FALSE,Warehouse,Focus adjustment needed
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,8,4/1/2024,10/26/2023,23,Online,37.2,46,4,261,83,Warning,99.48,121,6.18,TRUE,FALSE,Parking,Check IR LEDs
187,قادم من الظهر باتجاه صبحان," 29°11'3.57""N"," 47°59'43.10""E",Dome,Axis,2,6/30/2025,9/15/2025,22,Online,40.9,38,1,258,60,Good,98.99,100,1.16,TRUE,FALSE,Lobby,Periodic false motion alerts
24,مدخل مؤسسة البترول باتجاه شارع الخليج," 29°21'7.82""N","47°56'43.29""E",Fisheye,Uniview,4,10/14/2018,5/11/2024,22,Online,35.7,24,1,353,86,Good,99.61,112,2.49,FALSE,TRUE,Parking,Check IR LEDs
78,د.4 / الرياض المخرج المؤدي الي ط. المطار," 29°19'6.63""N","47°58'23.02""E",IP,Hanwha,2,7/29/2024,12/9/2023,18,Online,29.1,54,1,482,80,Good,98.89,128,0.94,TRUE,TRUE,Perimeter,Mount stabilization required
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,4,3/24/2021,7/24/2022,20,Online,31,39,0,431,96,Good,98.61,104,1.81,TRUE,FALSE,Gate,Focus adjustment needed
73,د.4 / المطارالمخرج المؤدي الي د.5," 29°18'58.28""N","47°57'37.85""E",PTZ,Hikvision,5,7/5/2022,11/26/2021,20,Online,34.7,55,2,668,83,Good,99.78,120,3.58,TRUE,FALSE,Warehouse,
103,المخرج المؤدي الي المدينه القادم من السالميه," 29°20'0.71""N"," 48° 2'17.51""E",Thermal,Bosch,5,6/30/2018,2/17/2024,23,Online,36.7,58,1,46,64,Good,99.37,130,1.97,TRUE,TRUE,Lobby,Periodic false motion alerts
246,قادم من الملك عبدالله بن عبدالعزيز باتجاه الملك فهد بن عبدالعزيز," 29°15'48.46""N"," 48° 2'35.44""E",PTZ,Axis,4,10/29/2021,3/17/2025,21,Online,31.6,57,1,336,78,Good,99.33,134,3.81,TRUE,FALSE,Office,Focus adjustment needed
78,د.4 / الرياض المخرج المؤدي الي ط. المطار," 29°19'6.63""N","47°58'23.02""E",IP,Hanwha,4,7/29/2024,10/15/2025,23,Online,19.8,68,0,487,86,Good,98.17,108,4.44,TRUE,FALSE,Parking,Replace network cable
18,قادم من د.2 باتجاه دوار الجهراء," 29°21'33.86""N","47°57'39.87""E",Dome,Axis,2,2/11/2019,1/1/2021,20,Online,34,53,0,73,73,Good,99.44,114,1.77,TRUE,FALSE,Gate,
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,5,8/4/2022,12/14/2021,18,Online,46.5,82,0,528,67,Good,99.82,110,2.29,TRUE,FALSE,Gate,Check IR LEDs
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,8,10/7/2023,4/18/2025,21,Intermittent,34.4,46,0,334,76,Good,97.14,133,9.38,TRUE,FALSE,Server Room,
246,قادم من الملك عبدالله بن عبدالعزيز باتجاه الملك فهد بن عبدالعزيز," 29°15'48.46""N"," 48° 2'35.44""E",PTZ,Axis,5,10/29/2021,4/8/2024,23,Intermittent,21.1,68,1,257,83,Warning,94.42,97,4.45,TRUE,FALSE,Office,
132,قادم من الجهراء باتجاه الفروانيه," 29°18'8.51""N","47°57'39.44""E",IP,Axis,5,2/17/2024,4/20/2024,21,Online,33.3,35,0,194,74,Good,98.12,133,2.84,TRUE,TRUE,Server Room,Periodic false motion alerts
93,مدخل القادم من الملك فهد باتجاه الجهراء," 29°18'14.50""N","48° 1'27.86""E",Thermal,Axis,4,8/13/2020,3/21/2025,22,Online,31.7,71,0,326,91,Good,99.05,126,1.31,TRUE,FALSE,Parking,Replace network cable
160,قادم من الجليب باتجاه المسيله,"  29°15'59.54""N","47°56'26.39""E",Dome,Uniview,8,6/5/2022,10/17/2025,21,Online,35.6,27,1,506,73,Good,99.57,113,2.83,TRUE,FALSE,Lobby,
187,قادم من الظهر باتجاه صبحان," 29°11'3.57""N"," 47°59'43.10""E",Dome,Axis,2,6/30/2025,8/15/2025,22,Online,27.4,51,1,672,90,Good,98.68,107,2.13,FALSE,FALSE,Lobby,Firmware update recommended
353,قادم من شارع مبارك الكبير باتجاه شارع السور / القاهرة ," 29°22'1.71""N"," 47°59'20.93""E",PTZ,Hanwha,4,8/13/2018,8/10/2024,20,Online,36.9,43,1,522,82,Good,98.22,105,1.99,TRUE,FALSE,Office,Lens requires cleaning
25,مخرج جسر جابر للقادم من المدينه," 29°20'28.26""N"," 47°55'37.79""E",IP,Hanwha,8,1/28/2018,8/13/2025,18,Online,38.4,61,3,98,72,Warning,98.15,115,3.28,TRUE,FALSE,Gate,Focus adjustment needed
293,قادم من جاسم محمد البحر باتجاه شارع الخليج العربي ,,,Thermal,Vivotek,2,9/20/2022,8/8/2024,18,Online,24.8,55,0,449,71,Good,98.82,125,0.88,TRUE,TRUE,Server Room,Focus adjustment needed
192,قادم من المدينه باتجاه اسواق القرين," 29°12'31.47""N","48° 3'30.95""E",Analog,Hikvision,5,1/22/2023,6/27/2022,19,Offline,42.3,44,2,614,99,Warning,96.76,119,3.51,TRUE,TRUE,Roof,
282,قادم شارع الخليج العربي باتجاه شارع علي السالم مرورا بشارع مبارك الكبير ,"  29°22'41.87""N"," 47°58'29.83""E",Analog,Dahua,2,10/31/2024,4/30/2021,22,Online,26.3,66,2,529,80,Good,99.51,120,1.34,TRUE,FALSE,Warehouse,Periodic false motion alerts
14,الاول /الرياض الخارج من المدينه - الشيراتون," 29°21'33.61""N"," 47°58'20.97""E",Analog,Hikvision,5,10/13/2021,6/23/2025,19,Intermittent,33.3,67,1,410,87,Warning,94.78,103,1.75,FALSE,FALSE,Warehouse,Firmware update recommended
63,الخارج من الطريق المؤدي الي ميناء الدوحه," 29°21'12.63""N","47°48'7.68""E",Thermal,Honeywell,12,6/18/2023,6/1/2019,20,Online,38.6,42,1,8,79,Good,98.16,122,7.55,FALSE,FALSE,Perimeter,Periodic false motion alerts
224,القادم من السالمية باتجاه الضجيج," 29°18'11.55""N"," 47°57'44.36""E",Dome,Uniview,5,3/28/2020,7/14/2025,18,Online,36.7,62,2,348,72,Warning,99.6,124,5.52,TRUE,FALSE,Server Room,Lens requires cleaning
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2,6/12/2018,10/14/2020,20,Online,42.7,59,2,696,83,Warning,99.19,125,1.54,TRUE,TRUE,Perimeter,Lens requires cleaning
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,2,3/8/2020,5/29/2025,19,Online,35.7,68,2,92,69,Warning,99.13,104,1.37,TRUE,FALSE,Lobby,
88,د.4 / المغرب المخرج المؤدي الي  السالميه," 29°19'22.97""N","48° 0'52.26""E",IP,Bosch,12,2/9/2018,12/15/2024,19,Online,28.8,58,1,290,71,Good,98.35,114,8.14,TRUE,TRUE,Parking,Mount stabilization required
55,قادم من المدينه باتجاه القصر وجابر," 29°20'32.16""N","47°42'38.37""E",Thermal,Bosch,5,1/7/2025,9/28/2024,20,Online,27,51,1,419,77,Good,98.24,108,5.51,TRUE,FALSE,Parking,
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,12,3/27/2022,3/27/2024,18,Offline,34.8,58,2,0,64,Warning,90.5,116,13.61,FALSE,FALSE,Parking,
457,القادم دوار البدع من باتجاه دوار الجوازات,,,Fisheye,Vivotek,5,6/23/2020,10/24/2025,18,Intermittent,41.4,43,3,232,72,Critical,94.35,129,5.34,TRUE,FALSE,Server Room,Focus adjustment needed
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,4,2/14/2025,4/16/2025,20,Online,46.7,29,0,173,83,Good,98.36,127,4.69,TRUE,FALSE,Parking,Mount stabilization required
55,قادم من المدينه باتجاه القصر وجابر," 29°20'32.16""N","47°42'38.37""E",Thermal,Bosch,4,1/7/2025,4/20/2025,20,Online,19.5,40,0,99,95,Good,99.16,106,3.88,FALSE,FALSE,Roof,Heat exposure — add shade
1, الاول /عيسى الخارج من المدينه - الشيراتون," 29°22'20.77""N","47°59'45.03""E",Dome,Bosch,5,12/24/2018,8/30/2024,20,Intermittent,30.1,64,0,137,86,Good,92.07,123,5.46,FALSE,FALSE,Parking,Focus adjustment needed
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,8,3/27/2022,9/15/2022,20,Online,24.2,19,0,103,77,Good,99.55,101,6.66,TRUE,FALSE,Gate,Check IR LEDs
354,قادم من شارع خالد ابن الوليد باتجاه شارع السور ,,,Dome,Vivotek,5,7/31/2018,4/6/2025,19,Online,31.5,22,0,218,66,Good,99.1,108,4.23,TRUE,TRUE,Perimeter,Mount stabilization required
102,مدخل د.4 القادم من الفحيحيل- السالميه," 29°19'45.64""N"," 48° 2'28.58""E",Thermal,Vivotek,5,5/3/2023,9/15/2025,20,Online,37.9,59,0,62,71,Good,98.37,119,2.51,TRUE,FALSE,Lobby,Focus adjustment needed
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,2,4/1/2024,9/10/2024,21,Online,27.5,43,0,34,66,Good,99.56,128,2.28,TRUE,FALSE,Lobby,
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,5,4/1/2024,11/28/2023,20,Online,30.9,71,0,464,86,Good,99.86,103,5.18,TRUE,FALSE,Roof,Firmware update recommended
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,4,2/18/2022,4/4/2025,19,Online,32.4,40,2,530,84,Good,98.37,104,3.69,TRUE,FALSE,Gate,
349,قادم من طريق المغرب 40 باتجاه الدائري الأول ," 29°21'40.32""N"," 47°59'15.78""E",Thermal,Hanwha,8,5/17/2019,1/25/2024,20,Online,25.8,58,0,65,68,Good,98.69,94,4.41,TRUE,FALSE,Office,Focus adjustment needed
290,قادم من شارع الخليج العربي باتجاه شارع جابر المبارك ," 29°23'17.65""N"," 47°59'7.86""E",Fisheye,Hanwha,4,1/17/2022,1/30/2025,21,Online,36.2,77,2,487,68,Warning,99.19,125,3.42,TRUE,FALSE,Roof,Focus adjustment needed
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,4,2/5/2024,3/3/2023,18,Online,28.3,71,2,260,72,Warning,99.22,137,3.95,TRUE,FALSE,Gate,Periodic false motion alerts
187,قادم من الظهر باتجاه صبحان," 29°11'3.57""N"," 47°59'43.10""E",Dome,Axis,2,6/30/2025,2/9/2024,22,Online,32.4,59,3,423,73,Warning,98.98,128,1.21,TRUE,TRUE,Roof,Mount stabilization required
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,12,2/5/2024,1/9/2021,19,Offline,32.4,59,0,107,73,Warning,96.94,125,5.9,FALSE,FALSE,Parking,Replace network cable
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,4,4/1/2024,6/2/2023,20,Online,21.3,44,1,542,86,Good,99.78,113,1.47,TRUE,FALSE,Gate,Heat exposure — add shade
280,قادم من شارع عبد العزيز حمد الصقر باتجاه شارع الخليج العربي الشويخ ," 29°22'5.02""N","  47°57'47.44""E",IP,Vivotek,2,1/25/2018,4/21/2024,18,Intermittent,33,67,1,707,89,Warning,92.62,108,1.53,TRUE,FALSE,Office,Heat exposure — add shade
284,قادم من شارع علي السالم باتجاه شارع الخليج مرورا بشارع مبارك الكبير," 29°22'41.28""N","   47°58'29.18""E",Bullet,Hikvision,4,7/11/2021,12/1/2025,22,Online,38.4,51,3,416,94,Warning,99.39,126,3.56,TRUE,FALSE,Parking,
59,القادم من القصر ومرور الجهراء باتجاه المدينه," 29°20'10.76""N","47°43'19.44""E",Dome,Honeywell,4,11/5/2018,3/25/2025,22,Online,30.2,37,0,313,71,Good,98.12,139,1.55,FALSE,FALSE,Server Room,Periodic false motion alerts
3, الاول / عيسى مدخل المدينه باتجاه الخليجيه," 29°22'29.65""N"," 47°59'43.97""E",Fisheye,Honeywell,4,12/27/2020,8/18/2020,19,Online,37,45,2,430,88,Good,99.86,114,3.62,TRUE,FALSE,Parking,
89,د.4 / المغرب المخرج المؤدي الي المدينه," 29°19'28.25""N","48° 0'41.34""E",IP,Hanwha,5,1/3/2025,9/15/2024,23,Online,34.1,52,1,229,94,Good,98.01,131,1.64,TRUE,TRUE,Parking,
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,12,6/20/2022,12/30/2023,19,Online,29.6,45,0,269,64,Good,99.69,119,4.36,TRUE,FALSE,Perimeter,Periodic false motion alerts
299,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي السالمية,,,Bullet,Vivotek,12,6/11/2021,2/5/2022,20,Online,31.6,42,2,200,90,Good,98.82,107,10.67,TRUE,FALSE,Roof,
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,4,3/24/2021,2/8/2025,21,Online,27.2,57,2,52,62,Warning,99.64,107,2.26,FALSE,FALSE,Perimeter,
109,قادم من المدينة باتجاء البدع," 29°18'46.99""N"," 48° 3'12.42""E",Analog,Vivotek,8,3/18/2020,4/20/2025,18,Online,43.2,56,1,398,76,Good,98.94,99,8.16,TRUE,FALSE,Server Room,Mount stabilization required
347,قادم من المدينة باتجاه شارع الرياض 50 ,,,Thermal,Dahua,4,11/10/2018,10/25/2021,19,Online,43.9,44,1,98,72,Good,98.27,124,1.62,TRUE,TRUE,Server Room,Firmware update recommended
HQ 1,Surv-Gate 2 HQ," 29°15'34.48""N"," 48° 1'58.91""E",Dome,Hanwha,12,3/8/2018,11/25/2022,19,Online,19.8,58,0,94,98,Good,99.41,99,7.16,TRUE,FALSE,Warehouse,Firmware update recommended
361,شارع جاسم محمد البحر باتجاه شارع الخليج /الدائري الأول ,,,Fisheye,Dahua,5,3/22/2023,5/16/2022,19,Online,28.7,44,1,599,78,Good,99.52,123,5.36,TRUE,FALSE,Lobby,Periodic false motion alerts
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,4,4/1/2024,10/7/2023,21,Online,28.7,41,0,179,87,Good,99.42,125,2.47,FALSE,FALSE,Parking,Mount stabilization required
446,القادم من شارع الخنساء السالميه باتجاه د.5,,,Thermal,Uniview,12,10/11/2021,3/12/2024,19,Online,30.3,85,0,342,70,Good,98.97,114,11.06,TRUE,FALSE,Gate,Lens requires cleaning
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,5,5/6/2023,7/17/2019,18,Online,24.7,40,0,354,78,Good,98.29,111,3.3,TRUE,FALSE,Office,
434,القادم من د.5 باتجاه شارع ثقيف السالميه," 29°19'30.27""N"," 48° 4'8.36""E",Dome,Hikvision,4,1/31/2021,8/29/2024,18,Online,29,82,1,1,78,Good,99.49,141,3.31,TRUE,TRUE,Roof,Lens requires cleaning
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,5,10/24/2021,5/20/2025,20,Online,27.8,55,1,355,77,Good,99.11,135,4.01,TRUE,FALSE,Parking,
293,قادم من جاسم محمد البحر باتجاه شارع الخليج العربي ,,,Thermal,Vivotek,8,9/20/2022,8/1/2024,18,Offline,27.9,52,1,333,93,Warning,91.29,142,5.61,TRUE,FALSE,Parking,
14,الاول /الرياض الخارج من المدينه - الشيراتون," 29°21'33.61""N"," 47°58'20.97""E",Analog,Hikvision,5,10/13/2021,2/19/2025,23,Online,29.3,62,0,434,71,Good,99.79,129,4.35,TRUE,TRUE,Perimeter,Periodic false motion alerts
216,قادم من الفحيحل باتجاه المدينه وابوفطيره," 29°12'32.06""N","48° 6'16.78""E",Analog,Hikvision,8,12/8/2021,7/29/2025,22,Online,39.7,66,1,380,93,Good,98.85,129,3.15,TRUE,FALSE,Perimeter,Firmware update recommended
67,د.4 / القاسم المخرج المؤدي الي الميره," 29°18'49.00""N","47°55'38.54""E",Dome,Bosch,8,3/10/2021,9/30/2023,23,Intermittent,28.5,48,2,13,69,Warning,95.88,101,9.5,TRUE,FALSE,Roof,Replace network cable
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,12,1/22/2025,10/23/2023,21,Online,39.6,35,1,420,68,Good,98.34,127,7.66,TRUE,TRUE,Gate,Focus adjustment needed
132,قادم من الجهراء باتجاه الفروانيه," 29°18'8.51""N","47°57'39.44""E",IP,Axis,5,2/17/2024,7/25/2024,18,Online,28,64,0,677,84,Good,98.43,130,2.51,FALSE,TRUE,Parking,
69,د.4 / الغرالي المخرج المؤدي الي د.5," 29°18'46.34""N","47°56'32.06""E",Thermal,Honeywell,5,3/20/2024,3/22/2023,19,Online,32.4,72,0,208,70,Good,98.54,100,2.93,TRUE,FALSE,Office,Replace network cable
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,8,2/5/2024,12/8/2024,22,Offline,35.7,48,1,494,96,Warning,93.46,112,3.16,TRUE,TRUE,Server Room,Focus adjustment needed
430,القادم من د.5 باتجاه شارع عمان السالميه," 29°19'16.37""N"," 48° 3'40.00""E",IP,Hikvision,2,10/20/2022,5/5/2020,22,Online,41.5,50,0,81,68,Good,98.22,123,0.8,TRUE,FALSE,Perimeter,Check IR LEDs
122,قادم من شارع التعاون باتجاه المدينه,"  29°16'24.02""N","48° 4'58.73""E",PTZ,Hikvision,4,12/25/2021,10/13/2018,21,Online,34,47,1,529,89,Good,99.13,104,2.35,TRUE,FALSE,Parking,Firmware update recommended
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,5,4/1/2024,3/26/2025,21,Online,37.2,41,1,197,76,Good,99.07,118,2.86,TRUE,FALSE,Perimeter,Focus adjustment needed
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,5,3/24/2021,3/16/2020,21,Online,33.2,27,1,168,63,Good,99.03,123,4.73,TRUE,FALSE,Lobby,Firmware update recommended
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,8,3/26/2018,4/9/2025,21,Online,22.6,61,1,97,97,Good,98.86,125,4.26,TRUE,TRUE,Roof,
218,قادم من صباح السالم باتجاه الفحيحيل," 29°14'51.09""N","48° 5'29.73""E",PTZ,Honeywell,5,6/19/2022,12/30/2019,18,Online,40.8,45,1,177,83,Good,99.73,140,3.7,TRUE,FALSE,Gate,
296,قادم من شارع الخليج العربي الشويخ باتجاه شارع عبد الرحمن يوسف حمد الرومي ," 29°22'56.64""N"," 48° 0'8.28""E",IP,Bosch,8,7/16/2021,4/22/2023,18,Online,30.7,44,2,183,66,Warning,99.57,116,2.78,FALSE,FALSE,Lobby,Focus adjustment needed
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,8,3/18/2022,6/9/2025,20,Online,31.2,42,0,224,69,Good,99.14,124,7.03,TRUE,FALSE,Roof,Heat exposure — add shade
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,5,12/29/2023,8/27/2021,19,Intermittent,40.7,54,2,59,96,Warning,93.18,101,2.66,FALSE,TRUE,Lobby,
91,مدخل بجانب السره باتجاه الجهراء," 29°18'24.75""N","48° 0'54.79""E",Analog,Uniview,8,7/20/2023,1/16/2025,18,Online,35.6,41,0,361,62,Good,99.41,118,5.41,TRUE,FALSE,Server Room,Periodic false motion alerts
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,4,2/10/2025,4/7/2024,23,Online,36.5,78,1,182,83,Good,98.66,104,1.57,FALSE,FALSE,Lobby,
347,قادم من المدينة باتجاه شارع الرياض 50 ,,,Thermal,Dahua,4,11/10/2018,11/1/2022,19,Online,30.4,83,0,494,82,Good,98.07,131,3.74,FALSE,TRUE,Parking,Replace network cable
1, الاول /عيسى الخارج من المدينه - الشيراتون," 29°22'20.77""N","47°59'45.03""E",Dome,Bosch,8,12/24/2018,3/6/2025,18,Online,27.3,39,0,209,81,Good,99.27,111,8.29,TRUE,TRUE,Office,
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,2,11/26/2018,10/31/2020,22,Intermittent,34.5,71,0,148,90,Good,93.34,127,1.29,FALSE,FALSE,Warehouse,Periodic false motion alerts
240,قادم من الاول بتجاه عبدالحميد حمد الصقر," 29°21'57.49""N"," 47°57'46.66""E",Fisheye,Honeywell,4,1/5/2024,7/13/2025,20,Online,35.2,32,2,162,78,Good,98.1,121,3.26,TRUE,FALSE,Parking,
138,قادم من د.6 باتجاه السالميه," 29°18'14.80""N","47°59'5.17""E",IP,Honeywell,4,8/13/2021,11/9/2022,21,Online,23.4,66,0,470,95,Good,98.9,126,4.24,TRUE,TRUE,Perimeter,Heat exposure — add shade
161,قادم من الجهراء باتجاه الجليب," 29°15'59.67""N"," 47°56'16.47""E",Bullet,Dahua,8,11/1/2024,9/18/2022,23,Online,26.3,70,1,332,70,Good,99.58,115,6.1,TRUE,FALSE,Warehouse,Mount stabilization required
270,قادم من الدائري الأول باتجاه شارع عبد العزيز حمد الصقر ," 29°22'0.17""N"," 47°57'54.88""E",Thermal,Bosch,2,6/15/2023,4/22/2025,18,Online,30.4,37,0,66,96,Good,98.82,121,0.68,TRUE,TRUE,Perimeter,Replace network cable
374,قادم من الدائري الاول باتجاه  طريق الفحاحيل السريع," 29°22'22.36""N"," 47°59'49.37""E",Bullet,Bosch,4,9/20/2020,11/2/2021,21,Online,47.8,50,3,674,92,Warning,98.87,114,3.55,TRUE,FALSE,Office,Lens requires cleaning
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,5,3/24/2021,3/5/2022,23,Online,43,65,1,297,68,Good,99.4,130,2.93,FALSE,FALSE,Lobby,Mount stabilization required
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,5,11/26/2018,7/29/2023,21,Online,38,52,1,501,86,Good,99.7,140,5.76,TRUE,TRUE,Perimeter,
276,قادم من شارع السور باتجاه الخليج العربي من ناحية الشويخ ," 29°21'51.14""N"," 47°57'32.01""E",Fisheye,Bosch,5,8/16/2023,11/9/2024,23,Online,28.2,50,0,185,62,Good,98.64,118,5.06,TRUE,FALSE,Perimeter,Replace network cable
